,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
1885,trisha lesnick yes lets get a democratic governor in here so that we can be like all the other fuking rioting looting states with a governor who is democrat how you all screamed when trump shut down flights from china and then people like you now say that our leadership did not act in time like the president,3,0.0,0.0,,
1886,we love chris sununu and trump ,3,0.9091,0.0,100.0,0.0
1887,shaheen for senate  nnbring on the big goofy looking guy he has to go hes still a jerk doesnt make him any better of a person andru h volinsky for governor,3,0.0,0.0,,
1888,so many but hurt libtards so the democratic way would be burn it down riot and loot lets go ,3,0.0,0.0,,
1889,these republicans are fools pose with masks just for the camera talk about fakes corkey is the biggest fake a goddamn carpetbagger,3,0.0,0.0,,
1890,bonnie kucharski constantakos i agree with you down with trump down with sununu,3,1.0,1.0,50.0,
1891,seems to me  anyone who hooks their wagon to trump is the kiss of death  saying that  buhbye chris  thats going to cost ya  im confident anyone that aligns with this dictator will be history  carol d capra how stupid are you   gloria merrick mottram i want to be part of a russian satellite country  wake up  thats why youll likely be gone ,3,0.8,0.0,100.0,0.0
1892,trump  2020,3,0.0,0.0,,
1893,robert foster apparently punctuation was not taught at concord high school,3,0.0,0.0,,
1894,one observation is that vt ma and me near the nh border crossing the border in big numbers to shop and purchase in nh  its nice not to pay 5 percent state sales tax and 5 percent state income tax  rents and home prices have jumped lately with ny nj ct  ma residents fleeing high density population areas for nh  no reason to change,3,1.0,0.0,100.0,0.0
1895,20000 huh what going to happen to the extra 19992 signs came to new hampshire 22 years ago to get away from the liberal democrats in massachusetts now it seems we are being invaded by the same liberals please leave new hampshire the  live free or die state,3,3.1357000000000004,0.0,100.0,0.0
1896,he is a pussy that will not fight for america lies thru his teeth if he was truely a trump supporter he wouldgovern this state with truth justice and liberty for all this state i can prove is corrupted in every court police departments  and doj  he turns a blind eye to the corruption,3,0.0,0.0,,
1897, peggy bragg he is a scum bag taking a 30000 raise and cant raise minimum wage shame on him what an ass   scum bag sununu gives himself 30000 raise but cant raise minimum wage what a jackass,3,0.0,0.0,,
1898,now thats funny   stfu  commie bastards,3,0.0,0.0,,
1899,rico quarles then donate to your favorite charity whatever you earn or pay more in taxes than required other us citizens pay is not meant to fulfill your charitable ideas,3,0.0,0.0,,
1900, get the fat fuck out of office  denys draper get his fat ass out of office  hes a fat fuck,3,0.0,0.0,,
1901,johnny utah  the nh secretary of state bill gardner and the attorney generals office did an investigation into voter fraud there wasnt widespread illegal voting the report is available to read sununu went on the howie carr show giving credence to the lie that thousands of illegal voters were bused into the nh primary in 2016 ,3,0.0,0.0,,
1902,like father like son  past time for nh to be rid of sununus once and for all,3,0.0,0.0,,
1903,mike hatch thank you  mike hatch its part of the reason l moved terrible laws and taxes dems are moving here to florida now that they destroyed new york city hope they dont destroy here are taxes are low and mostly good laws,3,0.0,0.0,,
1904,adam fontaine just sayingtheres nothing free about nhlive free or die died along time ago  keith chamberlain go fuck yourself adam fontaine free my 10k tax bill is proof nh isnt free,3,2.2857000000000003,0.0,100.0,0.0
1905,sununu has proven he is corrupt game over,3,0.0,0.0,,
1906,you just want one of those lyingstealingcheating    baby killing demorat in office omg you sound like a demorat,3,0.0,2.0,100.0,1.0
1907,nope ,3,0.0,0.0,,
1908,i have a job that pays 17 an hour ive been looking for other jobs theres a ton of jobs out there right now that pay better than that i havent seen anything that said 750 an hour good luck democrats you field new hampshire you need to move back to massachusetts where you came from you people need to get over it mask is not going to save you you can catch this china virus in your eyes so unless youre going to cover your entire face which you probably should anyways i dont see the point of your argument,3,1.8333,1.0,64.71,
1909,,3,0.0,0.0,,
1910,covid is a scam the bar didnt need to be set at all is it just me or do all these 70 year old man profiles look fake  joe robbins  dude we dont need more gun laws jesus i thought 70 year olds were the generation of tough as nails men turns out there were snowflake pansies even back then  get democrats out of new hampshire ,3,0.8332999999999999,0.0,100.0,0.0
1911,great job chris,3,0.0,0.0,,
1912,yes you are thats why i am voting blue we dont need trumpys lapdog  running things sorry sununu we need to get rid of the trump lackeys  another gop sheep following the clueless orange moron ,3,0.8332999999999999,1.9091,69.61,
1913,jim burnham and it seem like you get your info from cnn   this is all bullshit if you raise minimumwage everything else is going to go up with it,3,0.0,0.0,,
1914,keith bassett thats a real problem they feel nothing except for themselves ,3,0.0,0.0,,
1915,trump is the greatest president ever   fund private schools they are successful walkaway ,3,0.0,0.0,,
1916,red all the way   time to get off your asses and go back to work  there are plenty of jobs out there,3,2.8824,0.0,100.0,0.0
1917,100 disgusting ive been reading about this everything i read suggests that sahar nowrouzzadeh an iranianamerican fluent in persian arabic and spanish a student of iranian issues was one of the quiet players behind the scenes of the 2015 iranian deal nnwhy would mowers forward a known white house conspiracy theorists firing demand up to brian hook and not immediately discard it the proposal as asinine nnher bio reads  prior to joining the policy planning staff she served as a director for iran and iran nuclear implementation on the national security council staff from 20142016 sahar also previously served as a foreign affairs officer at the us department of state and a team chief and senior analyst at the department of defense she received her bachelors degree from the george washington universitys elliott school of international affairs and completed her masters degree in persian studies at the university of marylandcollege parknnsurely you dont fire someone with a bio like this i wouldnt seems to me you keep an expert of this caliber by your side,3,0.9091,0.0,100.0,0.0
1918,good work chris,3,0.0,0.0,,
1919,reece werren people wont work no matter how much you try to give them ,3,0.0,0.0,,
1920,yeah im retired looks like they cant give them away,3,0.0,0.0,,
1921,hes done more for nh than his i think grandfather john  ever did ,3,0.0,0.0,,
1922,jerry sickels  i know a president that could use a few virtues,3,0.0,0.0,,
1923,lololsununu will take the state by storm   he is the best choice for our state by a long shot,3,1.0,0.0,100.0,0.0
1924,charles watson oh really its not the system we didnt spend the entirty of the 90s and 00s telling kids to get a degree in fice or tech only to find out the market was oversaturated and those peoples degrees got them nothing in the end except debt we are charging 10s of 1000s of dollars for pieces of paper that garner no acceptable experience so when young people these days are entering their field of choice even entry level jobs are requiring degree and experience thus newbies are blocked from the market unless their lucky or change careers and yes retirees should plan for retirement but do you believe all people are given an equal opportunity to do that especially for windowd women who were raised 70 years ago its not all poor planning and yes on the job deaths are a rampant problem in the us 35 per 100000 fulltime equivalent workers  on average more than 100 a week or more than 14 deaths every day kolette koko messaged you ill be in touch  kolette koko close enough kolette koko are you a derry local or patricia reardon cornell and i am so proud of you guys for getting out there and spreading the blue wave i wish my town had more active dems to get a crowd of this size charles watson also you think it should go up with the cost of living so why hasnt it gone up in 20 years cuz the cost of living is the same as it was in 1999 nope and plenty of people have marketability issues like those with disabilities or conditions like vets with ptsd and those with blindness those people dont deserve to be given a living wage johnny wishbon nothing i wrote there is fiction these are all literally stories from nhs recent past you should perhaps read some nonfiction lesli isaac i have as many signs as i could collect in my yard and as a local candidate in derry im out pole holding signs all the time for all our local candidates but itd be nice to get a crowd of ten at the circle instead of lonely ole me  lisa welsh demio absolutely  would love some of this crowd to come down to derry sometime and help sway voters here as well charles watson tell that to the hundreds of people with college degrees working at starbucks because the system is poorly designed and american education has lagged for 25 years tell that to the single mother working 3 jobs because her husband was killed by chemicals in his manufacturing plant job and the company fought to prevent her from accessing his pension benefits tell that to the retired old lady who tried to get a job after her husband dies to make ends meet and cant get better than greeter at walmart a company who pays as little as it can and abused the public social support safety net to skirt actually providing benefits to most of its employees and thus does so on tax payer dime i get what your saying but i do not think you see the bigger picture or all the related systems that cause poor people to stay poor while middle class has class mobility  the 15 minimum wage isnt just about what people make its about how people live we help smbs by graduating the wage over time but ultimately they will benefit as more people will be able to afford their products or services thats money that will get spread around the economy thats money thatll prevent exhaustion and suicide for the over worked and under appreciated thats money to support college students and retirees thats money thatll prevent medical care on tax payers dime the myriad benefits to the economy and social welfare let alone the standard and quality of living are such a multitude it astounds me that people argue against it,3,8.3429,0.0,100.0,0.0
1925,the man that called half his constituents liberal socialist pansieshes not much better ,3,0.7297,0.0,100.0,0.0
1926,diana barry thats whats going to happen he is gonna be your king diana barry and i can tell your a democrat fb look up democrats for trump that should get you started elizabeth crocker moseley the american people are my proof open you eyes just think youll be seeing him as your president for 4 more years stephanie howes he just makes your day doesnt he im glad you like him cristina infante smith you think sleepy joe isnt a pedophile  ill guarantee you he has been to epsteins pedophile house with the clintons and half the democratic party cy poirier  pretty sure your gonna be crying the blues in november  cristina infante smith  trumps a real leader you just heard them say how much energy his rallys have bet you wish biden had people whot thought of him this way instead most of the democrats ive talked to are going to vote trump because they are ashamed of biden they know donald j trump is the only way to vote sorry you didnt have anyone better to run must be embarrassing,3,3.7857,0.0,100.0,0.0
1927,another dousche in the cog ,3,0.0,0.0,,
1928,yall need to read the last report from the cdc and suck an egg,3,0.0,0.0,,
1929,post fail for harrisbiden kindleing kindleing dems need to go stop spreading lies thank god he vetoed the dems state income tax bill again congress could have fixed it but they went home the world needs pleanty of bartenders good public schools get much more money and teachers unions give alot back to democrats somebody has to keep the crazy democrats in check i am glad he vetoed their state income tax too satire funnier than snl,3,2.8,0.0,100.0,0.0
1930,after mueller investigation anyone that believes in russian trolls needs help more fake news bob laframbois they move from mass to get away from the nonsense there then want it here  good he is vetoing them if people want to be like mass they can move back elizabeth callahan especially the one from missouri  we dont need temporary residents influencing our elections it is spin  that is funny experts on political hacks johnathan a z west you should write fiction  why do hs kids need a raise  all the places i am seeing advertising for jobs are well above min wage  basement joe  look at all he accomplished as vp  kelly hale whole different animal tips and different laws  i would have no problem with them getting a wage and no tips,3,1.6833,0.0,100.0,0.0
1931,so at the hospital  now six months in we had changes everyday sometimes changes during an eight hour shift you have to be flexible the biggest stressor became all the changes  not the virus the anxiety was high but we have had only 2 staffers on my floor test positive this whole time neither were sick children must go back,3,0.0,0.0,,
1932,oh i am so excited to have been able to vote for one of the senile old imbeciles who backed the iraq war there is no way you can avoid voting for a zionist i am going to vote for that pos but i wont feign enthusiasm john barrett from what i understand a lot of out of towners have been trying to take over new hampshire for decades be honest  biden has always been a piece of crap but trump is an outright disaster   that is our choice now work to undo the damage that 30 years of clintonism did to the democratic party andrew wiles shows bidens lack of critical thinking skills   biden promoted the war in the senate    andrew wiles  it wasnt debated was it   the congress mostly took what bush said at face value   did everyone just accept the nonsense  no   there was a sizeable minority that opposed the war    biden wasnt one of them    biden didnt just vote for it  biden promoted it in the senate rita davis we dont need trump either our military doesnt deserve warmongers like joe biden joe biden promoted a war that got 4500 american military killed outright and a million iraqis who died becaused the us shut down their economy and dissolved all civil order in the country medicare for all is the answer if we only had a democrat who offered something why is it a moral imperative   biden says he will continue our meddling in foreign countries like venezuela and syria   is voting against our violent foreign policy a waste of time what has joe biden accomplished   joe is the godfather of mass incarceration author of the patriot act  helped promote the goddammed iraq war   and he still thinks trump hasnt killed enough venezuelans why would you expect joe biden to suddenly become decent now,3,6.1122,1.0,85.94,0.0
1933,maybe the landlords should have gotten a better job saved more and cut back on avocado toast u200d,3,1.0,0.0,100.0,0.0
1934,getting real tired of chris vetonunu and this veto everything,3,0.0,0.0,,
1935,httpswwwyoutubecomwatchv1umtizg1bh8 we have two excellent candidates for governor hes a nice guy and  not fit to hold the office,3,0.0,0.0,,
1936,whats the extreme agenda freedom rough,3,0.0,0.0,,
1937,,3,0.0,0.0,,
1938,karen testerman for governor,3,0.0,0.0,,
1939,cost of living is going up while the workforce market is at a stand still 1518hr  average but rent for a 12 bdroom is at 14001600month  nh is live free or die  more like work like a slave and still be homeless  tell this peace of shit that his days as governor are coming to an end   soothe cost of living rises while people work for chump change good to know the people of the state is ass backwards ,3,3.7143000000000006,0.0,100.0,0.0
1940,if you vote for a democrat we will have an income tax faster than the weather changes in new england you have tried to pass one twice and he has vetoed it twice you have succeed in raising the taxes on small businesses ,3,1.6,0.0,100.0,0.0
1941, moderate my ass,3,0.0,0.0,,
1942,sununu is bad for nhsays no one who lives here ,3,0.0,0.0,,
1943,his father called trump a dumb phony loser now they are all buddies ,3,0.0,0.0,,
1944,yup if he supports donald dump i wont vote for him,3,0.0,0.0,,
1945,christine peach fletcher,3,0.0,0.0,,
1946,jennifer engel gallagher can you name one place that pays min wage cause ive never had a job that was under 10 an hour   jodi marrone i dont know anyone in new hampshire that is broke and hungry you are a dumbass  david beadling want more money get a better paying job stop looking for a damn handout  its true raise min wage and prices go up not sure why people dont understand that still voting for him if he isnt for the people he has to go but no democrat is gonna make it better either the world needs to wake up neither side is for the people its for there own gain,3,0.0,0.7143,100.0,1.0
1947,robert joseph i havent been punched yet my work here is yet to be done i still havent broken out taxation is theft and the good ol shall not be infringed yet both of you raise decent points but we dont have to raise the minimum wage to get employers to raise wagesnoffer tax credits to businesses that operate in fields that consist of mostly minimum wage workers the value of those tax credits would be proportional to the rate above minimum wage that the workers are paidnwe dont have to force people to do anything we can just incentive them to pay better hi im here to smash your echo chambernhes right raising the minimum wage would hurt the economynimplying raising minimum wage happened businesses would raise their prices relative to the new costs that would therefore lead to a higher cost of living therefore the cost to pay ratio would still pretty much be the same therefore it would do nothing but hurt everyone,3,2.2699000000000003,0.0,100.0,0.0
1948,bonnie allen sure  bonnie allen coffee is a drug dont be a hypocrite marijuana is safer than coffee coffee has killed more people than marijuana debate me now  bonnie allen its know not no  bonnie allen  drugs kill idiot marijuana has zero deaths meanwhile you most likely have alcohol in your fridge the second leading cause of death annually  he also vetoed marijuana recreation ,3,0.0,0.0,,
1949,what happen is the trump want to have it easy everyone knows the before becoming a president you have to have a list of your professional ability to run a country thats how it works all he ever wanted is plane end simple slaves end his got plenty of sucker how many lunatics are in the universe including earth look what trump is saiding bay bay suckers,3,0.0,0.0,,
1950,great governor and great president   ,3,0.0,0.0,,
1951,dan bouchard   youre an idiot to i guess your for socialism too youre  oh the irony ,3,0.75,0.0,100.0,0.0
1952,u0001f92c,3,0.0,0.0,,
1953,wendy scott baker how so jerry sickels spot on wendy scott baker he sure cares about signing more students up for social emotional learning and more state and federal services,3,0.0,0.0,,
1954,thats great give all the benefits to the tets but who is thinking about the landlord  they have bills also and a hefty mortgage on the property the tets are not paying rent on do you think the banks care if the landlord cant make their mortgage payments because the tets feel they should live for free as was stated before they were given an extra 600 dollars a week how many people do you think used that money to pay their rent maybe 10 let the evictions begin  their is a housing crisis and im sure once the deadbeats are out the landlord can get someone in their that appreciates the apartment and will pay their rent,3,0.0,0.7143,100.0,1.0
1955,democratics ask yourself what have your party did for you to make your lives better im asking myself ive always voted democratic im not sure now,3,0.0,0.0,,
1956,jean durgin so you want an income tax and a sales tax in this state he has vetoed numerous bills that have on the surface looked like one things but is just masked as an income tax go back to massachusetts and leave your politics there ,3,3.3,0.0,100.0,0.0
1957,ive been working in boston doing construction this entire time working around many people in less than optimal sanitary conditions get back to school  and move on with life this virus isnt going anywhere time to get back to work if you choose to stay hidden en tour basement then its time to walk away from your job,3,0.0,1.0,100.0,1.0
1958,the dems are done we are tired of you socialist losers,3,1.7297,0.0,100.0,0.0
1959,lillian cabanalawson didnt say that but going from 725hr to 15hr is insane   sandy bishop i worked at dunkin donuts in high school entry level job i could not live off that job alone nor should i be able to where would the incentive be to do better if you made enough off a job like that i find it funny that people think they should be able to tell the person that has busted there ass to create a business that employs people how much they should be making off said business we all have the same opportunity to do whatever we want it just boils down to how hard you want to work for it if we start dictating how much money someone can make off their business then where would the incentive be for people to own a business then there would be no jobs at all and then how would people live where would the money come from just because mcdonalds make billions of dollars doesnt mean the guy with one burger shop does if you crank up the pay he will not be able to afford it and will go under or his prices will go up to cover the wage increase and we are right back where we started people might be making more money but now everything costs more so its the same the numbers are just inflated jayne van loon  flipping burgers is hard work you obviously dont know what hard work is appliance delivery is hard work any construction job is hard work flipping burgers is not hard work its entry level work and should be paid as such,3,3.7428999999999997,1.0,78.92,0.0
1960,either president obama was wrong in 2016with a republican controlled senateortrump is right now with a republican controlled senate cant have it both ways ladies  ,3,0.0,0.0,,
1961,donna middleton cant wait for the election to end so the numbers go down and forgotten  sue donovan and have been for 100 years why is this virus any damn different measles chicken pox malaria list goes on and on each virus with a name killed 1000s of people this virus though has the help of the media to instill fear so wear your mask hope it makes ya feel safe considering if the virus were around you could easily enter your body through your eyes so i assume mandatory safety goggles next right edward laura skaradosky amen  jesus there is still people blaming the president for the spread of the virus the deadliness of this virus is a hoax damn sheeple geez it would sure seem really bad if everyone that got sick had a camera in their face asking them how they feel but hey live in fear  good luck with that,3,0.0,0.0,,
1962, steve colbert you  just explained the entire democratic party to a tee  its amazing  you left mass and came to nh for some reason and now want to change our state to be like your shit hole home state  what a surprise i can assure you most people born and raised in nh dont wanna end up like massachusetts,3,0.0,0.0,,
1963,the problem here isnt the governor its all the out of state peeps that have moved here only to change nh in the image of where they came from  if it was so good over there you should have stayed rather then destroy yet another state  the only thing you mfers give nh is pressure to take away our right to self defense increased taxes increased regulations and on and on move back home and take all your out of state politicians with you like volinsky this one is from levittown ny,3,2.75,0.0,100.0,0.0
1964, irene jane turner if you need the government to tell your employer how much to pay you youre a shitty employer free market  elaine wasco massachusetts called they want their liberals back ,3,0.8571,0.0,100.0,0.0
1965,deb white dont you speak too logical now,3,0.0,0.0,,
1966,scott smith the world isnt fair even when you pay your bills i just got evicted after 75 years and never missed a payment the only reason im not super pissed and calling lawyers over this is because i wanted to move to florida anyway now i have a real good reason my liberal landlord just handed me an eviction notice and told me to pay him 75k to buy the house or gtfo after 75 years never missed a payment he is now forcing me out of my house and business with no notice and no good reason he just wants to capitalize on the housing market being up this is what you get for being a good tet and paying your bills on time kicked out in september in the middle of a pandemic when its already dropping into the 40s and forced out of business im done with this democrat run shithole,3,0.0,0.0,,
1967,whats funny is most of the supporting comments are from folks who moved to nh from away lol remember why you moved here and stop trying to make this state like the lefty hellholes you people left,3,0.0,0.0,,
1968,,3,0.0,0.0,,
1969,good for sununu he supports the constitution and gods values he supports freedom personal autonomy and liberty voting democrat is voting for abortion on demand it is voting for marxism and communism it is voting for a godless enslaved society and it is voting for being taxed to death ,3,0.0,0.0,,
1970,ron divone i love my job i just want folks not in the classroom to actually see and understand all we do behind the scenes ron divone you need to be teachers for a few weeks whether in the classroom or remotely you clearly have no idea what it takes to do either,3,0.0,0.0,,
1971,pos,3,0.0,0.0,,
1972,vote him out ,3,0.0,1.92,100.0,1.0
1973,grab stacks of them  they are great for starting fall campfires   even my hs grand daughter started out with minimum wage but has gotten over 2 per hour increases in less then 2 yrs for being a responsible and conscientious worker  minimum wage is what untrained workers start with if they stay there its their fault everything is political if it was a dem in the seat you would be singing praises for the job thats been done stop the political rhetoric and tell us the issues you want to challenge on not the bs   we independents dont get swayed by words that mean nothing  present a policy you disagree with and tell us what your idea for change would be,3,0.8,0.0,100.0,0.0
1974, i thought covid was a hoax i think the bitch needs to go,3,0.0,0.0,,
1975,so disappolnted so disappointed my prayers are with all teachers they work very hard  we had keep them safe  he lost my vote and much more  lost votes  governed  very discussed wif  with our governor  about school  his in private school  im so disappointed sununnu  lost lots of votes  devos is a crook  sad bye sununu,3,0.0,1.0,100.0,1.0
1976,sadly i dont think you can stop trump from goingdoing as he pleases no one else has any say just sayin  sad carol robbins many staff have theyre keeping it quiet  that rally was disgusting people refusing to wear masks should have been put out mandated ,3,0.7143,0.0,100.0,0.0
1977,i am now voting blue all the way,3,0.8824,0.0,100.0,0.0
1978, john crane the virus is the pos that is in the wh he is a fucking ass hole he is killing people and the republicans just close their eyes theyre all fucking losers  richard bartlett  i will give him credit for doing a great job with covid in new hampshire i have no respect for him letting that pos come in and do a rally i lost all respect  vote blue  it is sad what they do to stay on his good side chris sununu should be taking care of his state not kissing trumps ass lost respect for him lost my vote,3,2.3895,2.688,52.94,
1979,pathetic white old men,3,0.0,0.0,,
1980,chris sununu all the way great job keeping us safe from covid and balancing the economy live free or die,3,3.1681000000000004,0.0,100.0,0.0
1981,chad laurent now is not the time for backing away    time to show who we are  what   in our safe schools  sure protect her  not the teachers or kids    vote these morons out  vote blue   biden  harris 2020  ,3,0.0,0.9737,100.0,1.0
1982,gop war on women they want em barefoot and pregt in the kitchen repugt,3,0.0,0.0,,
1983,apparently today he participated in a covid spreading event endangering everyone in our state he closed down the newly built million dollar plus rehab in nashua and said hospitals would have to handle the addicts he also allowed family shelters to be closed causing a major housing shortage in nh which led to all the current disaster happening in southern nh rents have skyrocketed,3,0.0,0.0,,
1984,lies,3,0.0,0.0,,
1985,when are biden and harris going to take new hampshire seriouslynnthey both pretty much ignored us during the primary cyclenni see trump and his machine up here in new hampshire every 4 or 5 daysnnobviously someone thinks we matternni was with pete now its joennbut i dont feel like joes with menni will never vote for trump but will i vote for joe  not just gonna vote for him because im a democratn,3,4.3,1.4286,75.06,0.0
1986,linda davis they were never born denise tuccolo it still is non of our business  i have had 4 pregcies and 5 kids but i also believe in choice it is none of my business or the governments if someone has an abortion just like it is none of my business is some guys want to take viagra which by the way is covered by insurance  cathy n george cuvellier you are right but now they are trying to help pay childrens tuition to private schools which will take away from public schools  cathy n george cuvellier i am not against private schools i just think people should pay for it as you do i think we should do what we can to make public schools as good as possible for those who cannot go to private schools  private schools get to choose which students get to go there so the more money we give to them the more money we are taking away from the public schools who take everyone this isnt fair for the kids who cant go to private schools private schools are a choice if parents want their kids to go there let them pay for it lets keep the money in public schools and make them better,3,1.5556,8.0,83.72,1.0
1987,vote him out,3,0.0,1.92,100.0,1.0
1988,patricia lagassekraft absolutely  robert mailhiot and our heads  sherry conway absolutely  i dont dare go out without it i hardly go out  pat furr   same here  john crane blue only ,3,0.0,0.0,,
1989,hes another sold out lackey for trump vote the bum out,3,0.0,0.0,,
1990,really like what comments,3,0.0,0.0,,
1991,i dont feel any political person should be given a raise until they get their act together we voted you in to protect our interests but seems these politicians only care from themselves  look around the country  you were elected to protect and serve   do your job all of you elected officials its not just new hampshire these officials are all self serving ,3,0.0,0.0,,
1992,sununu you better reconsider your sucking up to the rump unless you want to go down the sewer with him,3,0.0,0.0,,
1993, bye bye bye,3,0.0,0.0,,
1994,well you are not my guy,3,0.0,0.0,,
1995,christine bell whatever carl vancelette because what i said was he handled corona well who knows he may not get my vote he has been fabulous thru covid and appears so caring ,3,0.0,1.0,100.0,1.0
1996,i would like a couple for our yard too many t signs in town,3,1.0,0.0,100.0,0.0
1997,i am for sununu and always will,3,0.0,0.0,,
1998,deb parlatore it doesnt fall far from the tree  the father was a bad governor and i was a new hampshire resident under both father and son  they raise the property tax rate way too high  i moved out  i was paying 3200 per year on a home only valued at 150000  thats outrageous  ,3,0.0,0.0,,
1999,no thank you  im a trump supporter  always will be  ,3,0.0,1.0,100.0,1.0
2000,i live in a condo complex which does not allow any kind of signage display have not seen any fire the liar or any biden signs or any other signs for democrats in rochester or dover area huge trump sign on rt 108 along with many others,3,0.75,0.0,100.0,0.0
2001,what is wrong with these people says it all anyone doing a job needs to get at least a minimum therefore that amount needs to be raised  simple arithmetic agreed more than ever the minimum has to be raised,3,0.85,0.0,100.0,0.0
2002,guess you are an important man to see those papers    who are you to see those papers about what obama left a play plan    i dont follow anyone thank you like you seem to do   darryl joyce thats a new one   darryl joyce   oh my no pity for you trumps dummy as he so states darryl joyce so you are implying we should  watch fox  well that wont happen  enough said darryl joyce i make my own decisions ty  obama and im sure others knew this was coming said trump knew way last year obama left rule books but wasnt followed  i dont think this virus for older people per say they am unity is lower all ages are hit darryl joyce so i should listen to you  think not matt how can you think this you and sandra make a good pair with the other evil ones following him devos and trumpie burton new to state but have heard about his old man sandra guess you dont have kids or they are grown not to have dire concern for them and the teachers safety shame on you sandra no fear at all huh  crazy wonder if his kids will be first ones on the bus  doubt it its crazy to send kids back to school  sununa is crazy following devos,3,0.7143,0.0,100.0,0.0
2003,keith bastek pence is a pious hypocrite and as far as i can see his only productivity has been carrying water for a corrupt president he should resign,3,0.0,0.0,,
2004,mr sununu has done a fine job,3,2.7071,0.0,100.0,0.0
2005, horse shit,3,0.0,0.0,,
2006,screw you,3,0.0,0.0,,
2007,he didnt want to buck trump 20 is not acceptable,3,0.0,0.0,,
2008,don diamant jr trump is closer to dementia then anyone i to had a family member who has it and the signs are all there,3,0.0,0.0,,
2009,vetosununu vetosununu,3,0.0,0.0,,
2010,he lost the primary didnt he,3,0.0,0.0,,
2011,rebecca paquette what about he vetoed state income tax  democrats will tax you to death,3,1.0,0.0,100.0,0.0
2012,nope,3,0.0,0.0,,
2013,bidenharris  for new hampshirevote  peope vote bidenharris 2020vote,3,0.0,0.0,,
2014,sununu has my vote 100,3,1.0,0.0,100.0,0.0
2015,gov sununu a wonderful gov  ,3,0.0,0.0,,
2016,brian westcott i have been pro second ammendment forever and i know the slippery slope argument well ive also seen what mental illness and guns can do to a family i dont think govt should control it ever but i think there can be a solution that involves a dr or something esp for young people who have aged out of their parents being able to help if you look up the gender and ages of school shooters males 1826 are the majority if not all many of their parents couldnt get them help we could say thats the main issue mental heath then lets change that the problem is nothing is changing  matt worcester i did not realize anonimity part not okay i know someone whos ptsd child came home from the service she couldnt get him help because he was an adult  but he was a threat to himself and others anonymity was not the issue but by law due to his age she couldnt talk to his counselor or even get him help there needs to be some kind of mechanism including a warrant never should the govt take away 2nd ammendment rights i totally get that on the other hand how do you protect the public from someone you know and love who is unstable  matt worcester as a gun owner myself id want those that love me to temp key being temp remove them if i went cuckoo i believe that makes me a responsible gun owner   johnny green trump embarrasses himself and us daily eject the turd nov 3rd masks were just mandated in nh in gatherings over 100 luckily trump cancelled said he was going to reschedule a couple of weeks later but didnt clearly lack of attendance  i do like how sununu has handled pandemic communications got to give him that not happy about recent veto of red flag bill,3,0.7143,1.0,58.33,
2017,you guys are arguing with an ignorant troll  just block him that smug look says it all   robby matthew hes blockable that was the most ignorant statement yet ,3,0.0,0.0,,
2018,voting against him for sure,3,0.0,0.0,,
2019,brendan johnston  i agree  i am a democrat as well ,3,0.0,1.0,100.0,1.0
2020,david w lavoie a vote for trump is a vote for putin,3,4.0,0.0,100.0,0.0
2021,ginger rojas ok troll  theresa dixon or like the black knight from monty python it would negatively affect virtually everyone even medicare recipients everyone except the uber rich and congress jeff chidester it takes 2 weeks and saturday saw the largest  rise in new cases in nh since june i dont understand the high approval rating  his handling of covid  nh simply benefited from the actions of governors of surrounding states esp massachusetts cowards or at least coward roberts,3,0.0,0.0,,
2022,vote him out,3,0.0,1.92,100.0,1.0
2023,volinsky pretty blatant indicator of how he likes to roll acting like his father and other republicansself interest and interest in businessmoney seems ingenuous to vote yourself a big raise and ignore most workers   i know the cheap labor makes guys like sununu wealthyand those other tycoons    ,3,0.0,1.0,100.0,1.0
2024,im gonna be busy ,3,0.0,0.0,,
2025,wow hes a good one vote him in again,3,0.0,0.0,,
2026,scott dukette hecshoukd get a raise at all how many people on this page had gotten a raise in the last 510 years  not me ,3,0.0,0.0,,
2027,edward cenerizio democrats believe in the people and that doesnt make us socialists it makes us caring about the working class instead of big corporations ,3,0.7297,0.0,100.0,0.0
2028,rich colcombe 725hr wont pay the rent in the lowest low cost apartment  yes it is a rate for a 16 yr old paying for gas and car insurance,3,0.0,0.0,,
2029,sununu has been doing a pretty good job and he has handled the covid situation very well,3,0.0,0.0,,
2030,douglas dupuis with civility the question becomes knowing a republican essentially cannot win 51 of the popular vote can you emphasize with the literal majority of americans under a president they did not vote for  or the american veterans territories like american somoa whose votes are not countedor the veterans in dc without a senatornnor can we only see the wrong as it befalls us sununu vetoed a similar bill last year that measure enjoyed bipartisan support particularly in the state senate where it passed uimously douglas dupuis  absolutely  only through strong executive action can we protect conservative small government principles ,3,0.0,0.8889,100.0,1.0
2031,john russell if you ask the the bimbo on the bottom of this thread she totally got something else from the article thanks for your articulate educatied you interpretation  jerry sickels the numbers in this state arent even close democrats show up they winn more out of town dirt theres no such thing as bipartisanship with the republican party prove me wrong john dipaolo arent you from attleboro massachusetts byebye chris rich colcombe ill agree with you on that but the problem is is that when minimum wage was established there was plenty of jobs in manufacturing nnthe people working in retail wouldve been gainfully employed in manufacturing but there isnt any manufacturing jobs anymore because corporations the side of the ship all the jobs overseas so the question remains how does someone with only the ability to graduate high school support themselves throughout the rest of their lives,3,2.55,1.75,59.3,
